category,name,mrp,discountpercent,availablequantity,discountedsellingprice,weightingms,outofstock,quantity,discountamount,discountpercent_calculated
Cooking Essentials,Everest Kesari Milk Masala,205.0,0,6,205.0,50,False,20,0.0,0.0
Cooking Essentials,Praakritik Organic Ginger Powder,139.0,10,6,125.0,100,False,100,14.0,10.071942446043165
Cooking Essentials,Suhana Mutton Gravy Mix,45.0,0,4,45.0,80,False,80,0.0,0.0
Cooking Essentials,On1y Salad Seasoning Grinder,139.0,0,6,139.0,45,False,45,0.0,0.0
Cooking Essentials,Figaro Pure Olive Oil,325.0,8,1,299.0,200,False,200,26.0,8.0
Cooking Essentials,Madhur Sugar,60.0,6,0,56.0,1000,True,1,4.0,6.666666666666667
Cooking Essentials,Amul Fresh Cream,63.0,0,0,63.0,250,True,250,0.0,0.0
Cooking Essentials,Madhur Pure And Hygienic Sugar,295.0,9,0,266.0,5000,True,5,29.0,9.830508474576272
Cooking Essentials,Satyam Poha Jada,35.0,8,0,32.0,500,True,500,3.0,8.571428571428571
Cooking Essentials,Aashirvaad Superior MP Whole Wheat Atta,53.0,1,0,52.0,1000,True,1,1.0,1.8867924528301887
Cooking Essentials,Fortune Soyabean Oil,210.0,13,0,181.0,1000,True,1,29.0,13.80952380952381
Cooking Essentials,Maggi Masala Ae Magic,58.0,6,0,54.0,72,True,72,4.0,6.896551724137931
Cooking Essentials,Aashirvaad Iodised Salt ,22.0,13,0,19.0,1000,True,1,3.0,13.636363636363635
Cooking Essentials,Maggi 2-Minute Instant Noodles - Masala,44.0,0,0,44.0,280,True,280,0.0,0.0
Cooking Essentials,Popular Essentials Phool Makhana (Jumbo Size),150.0,14,0,128.0,100,True,100,22.0,14.666666666666666
Cooking Essentials,Aashirvaad Atta With Mutigrains,315.0,8,0,287.0,5000,True,5,28.0,8.88888888888889
Cooking Essentials,Tata Sampann Poha,44.0,6,0,41.0,500,True,500,3.0,6.8181818181818175
Cooking Essentials,Fortune Besan Flour,120.0,0,0,120.0,1000,True,1,0.0,0.0
Cooking Essentials,Popular Essentials Toor Dal (Un-Polished),80.0,7,0,74.0,500,True,500,6.0,7.5
Cooking Essentials,Everest Tikhalal Hot & Red Chilly Powder,47.0,2,0,46.0,100,True,100,1.0,2.127659574468085
Cooking Essentials,Popular Essentials Chia Seeds,50.0,2,0,49.0,100,True,100,1.0,2.0
Cooking Essentials,Tata Sampann Unpolished Toor Dal/Arhar Dal,179.0,1,0,177.0,1000,True,200,2.0,1.1173184357541899
Cooking Essentials,Everest Coriander Powder,32.0,3,0,31.0,100,True,100,1.0,3.125
Cooking Essentials,Satyam Thin Poha Patla,38.0,7,0,35.0,500,True,500,3.0,7.894736842105263
Cooking Essentials,Popular Essentials Sona Masouri Raw Rice,75.0,0,0,75.0,1000,True,1,0.0,0.0
Cooking Essentials,Tata Sampann High Protien Chana Dal - Split,64.0,0,0,64.0,500,True,500,0.0,0.0
Cooking Essentials,Satyam Singdana ,119.0,6,0,111.0,500,True,500,8.0,6.722689075630252
Cooking Essentials,Tata Sampann Moong Chilka ,88.0,6,0,82.0,500,True,500,6.0,6.8181818181818175
Cooking Essentials,Tata Sampann High Protien Toor Dal - Split,91.0,2,0,89.0,500,True,500,2.0,2.197802197802198
Cooking Essentials,Ching's Chow Mein Hakka Noodles Masala,10.0,0,0,10.0,20,True,20,0.0,0.0
Cooking Essentials,Everest Chat Masala,65.0,9,0,59.0,100,True,100,6.0,9.230769230769232
Cooking Essentials,Popular Essentials Black Brown Chana (Un-Polished),55.0,9,0,50.0,500,True,500,5.0,9.090909090909092
Cooking Essentials,Dabur Ginger Garlic Paste,50.0,6,0,47.0,200,True,200,3.0,6.0
Cooking Essentials,Ching's Secret Veg Hakka Noodles,107.0,0,0,107.0,600,True,600,0.0,0.0
Cooking Essentials,Saffola Oats 100 % Natural,15.0,0,0,15.0,38,True,38,0.0,0.0
Cooking Essentials,Everest Kashmiri Lal Chilli Powder,310.0,10,0,279.0,500,True,500,31.0,10.0
Cooking Essentials,Popular Essentials Black Raisins Seedless,60.0,10,0,54.0,100,True,100,6.0,10.0
Cooking Essentials,Daawat Rozana Super Basmati Rice,79.0,0,0,79.0,1000,True,1,0.0,0.0
Cooking Essentials,Everest Cumin Powder (Jeera),30.0,3,0,29.0,50,True,50,1.0,3.3333333333333335
Cooking Essentials,Everest Sambhar Masala,34.0,2,0,33.0,50,True,50,1.0,2.941176470588235
Cooking Essentials,Maggi Chilly Chow Cuppa Noodles,50.0,0,0,50.0,70,True,70,0.0,0.0
Cooking Essentials,Popular Essentials Mustard Seeds Rai Big,20.0,0,0,20.0,100,True,100,0.0,0.0
Cooking Essentials,Patanjali Cow's Ghee,565.0,0,0,565.0,1000,True,1,0.0,0.0
Cooking Essentials,Everest Amchur Powder,42.0,2,0,41.0,50,True,50,1.0,2.380952380952381
Cooking Essentials,Daawat Super Basmati Rice,185.0,8,0,169.0,1000,True,1,16.0,8.64864864864865
Cooking Essentials,Popular Essentials Sabudana,60.0,10,0,54.0,500,True,500,6.0,10.0
Cooking Essentials,Popular Essentials Brown Sugar,40.0,0,0,40.0,500,True,500,0.0,0.0
Cooking Essentials,Everest Coriander Powder,70.0,10,0,63.0,200,True,200,7.0,10.0
Cooking Essentials,Sunfeast Yippee! Magic Masala Noodles,48.0,6,0,45.0,240,True,240,3.0,6.25
Cooking Essentials,Tata Tea Gold,35.0,0,0,35.0,100,True,200,0.0,0.0
Cooking Essentials,Daawat Rozana Gold Basmati Rice,90.0,1,0,89.0,1000,True,1,1.0,1.1111111111111112
Cooking Essentials,Top Ramen Masala,91.0,9,0,82.0,560,True,560,9.0,9.89010989010989
Cooking Essentials,Everest Turmeric Powder,67.0,10,0,60.0,200,True,200,7.0,10.44776119402985
Cooking Essentials,Popular Essentials Buckwheat Flour (Kuttu Atta),125.0,9,0,113.0,500,True,500,12.0,9.6
Cooking Essentials,Keya Italian Pizza Oregano,109.0,11,0,97.0,80,True,80,12.0,11.009174311926607
Cooking Essentials,Chef's Basket Durum Wheat Penne Pasta,160.0,50,0,80.0,500,True,500,80.0,50.0
Cooking Essentials,Tata Sampann Kala Chana,125.0,0,0,125.0,1000,True,1,0.0,0.0
Cooking Essentials,India Gate Basmati Rice,210.0,0,0,210.0,1000,True,1,0.0,0.0
Cooking Essentials,24 Mantra Organic Whole Wheat Atta,64.0,7,0,59.0,1000,True,1,5.0,7.8125
Cooking Essentials,Zorabian Chicken Kheema Parathas,190.0,0,0,190.0,300,True,300,0.0,0.0
Cooking Essentials,Sunfeast Pasta Treat Pack of Tomato Cheese,28.0,17,0,23.0,65,True,65,5.0,17.857142857142858
Cooking Essentials,Sugarlite 50% Less Calories Sugar Pouch,99.0,40,0,59.0,500,True,500,40.0,40.4040404040404
Cooking Essentials,Popular Essentials Sabja/Basil Seeds,60.0,15,0,51.0,100,True,100,9.0,15.0
Cooking Essentials,Patanjali Pure Honey,95.0,0,0,95.0,250,True,250,0.0,0.0
Cooking Essentials,Weikfield Falooda Mix - Mango,49.0,2,0,48.0,200,True,200,1.0,2.0408163265306123
Cooking Essentials,Pro Nature Organic Sonamasoori Brown Rice,102.0,7,0,94.0,1000,True,1,8.0,7.8431372549019605
Cooking Essentials,Maggi Special Masala Spicy Yummy Noodles,72.0,0,0,72.0,280,True,280,0.0,0.0
Cooking Essentials,Godrej Yummiez Chicken Breakfast Salami,150.0,4,0,143.0,250,True,250,7.0,4.666666666666667
Cooking Essentials,Everest Saffron Kesar,120.0,0,0,120.0,1,True,0,0.0,0.0
Munchies,Maggi 2 Minute Masala Noodles,12.0,0,6,12.0,70,False,70,0.0,0.0
Munchies,iD Idli & Dosa Batter ,80.0,15,6,68.0,1000,False,1,12.0,15.0
Munchies,Tata Salt,24.0,0,6,24.0,1000,False,1,0.0,0.0
Munchies,Arden Eggs White,97.0,0,4,97.0,696,False,12,0.0,0.0
Munchies,Arden Eggs White,65.0,15,4,55.0,348,False,6,10.0,15.384615384615385
Munchies,Fortune Sunlite Refined Sunflower (Pouch),230.0,4,6,219.0,1000,False,1,11.0,4.782608695652174
Munchies,Aashirvaad Superior MP Atta,250.0,2,6,245.0,5000,False,5,5.0,2.0
Munchies,Amul Pure Ghee (Pouch),255.0,2,6,249.0,500,False,500,6.0,2.3529411764705883
Munchies,Arden Eggs Brown,85.0,7,4,79.0,348,False,6,6.0,7.0588235294117645
Munchies,Tata Salt Lite,40.0,10,6,36.0,1000,False,1,4.0,10.0
Munchies,Saffola Gold Oil (Pouch),215.0,0,6,215.0,1000,False,1,0.0,0.0
Munchies,Fortune Sunlite Refined Sunflower (Jar),925.0,0,6,925.0,5000,False,5,0.0,0.0
Munchies,Fortune Rice Bran (Pouch),225.0,11,6,199.0,1000,False,1,26.0,11.555555555555555
Munchies,Saffola Active Oil,210.0,0,6,210.0,1000,False,1,0.0,0.0
Munchies,Amul Pure Ghee (Pouch),505.0,1,2,499.0,1000,False,1,6.0,1.188118811881188
Munchies,Aashirvaad Atta,460.0,13,6,399.0,10000,False,10,61.0,13.260869565217392
Munchies,Popular Essentials Toor Dal (Un-Polished),160.0,6,4,149.0,1000,False,1,11.0,6.875000000000001
Munchies,Amul Ghee (Tin),520.0,2,6,509.0,1000,False,1,11.0,2.1153846153846154
Munchies,Amul Fresh Cream,197.0,3,3,191.0,1000,False,1,6.0,3.0456852791878175
Munchies,Popular Essentials Pure Jaggery,50.0,2,6,49.0,450,False,450,1.0,2.0
Munchies,Aashirvaad Multigrain Atta,64.0,3,2,62.0,1000,False,1,2.0,3.125
Munchies,Fortune Soyabean Oil,1005.0,0,6,999.0,5000,False,5,6.0,0.5970149253731344
Munchies,Popular Essentials Sunflower Seeds,25.0,0,6,25.0,50,False,50,0.0,0.0
Munchies,Tata Sampann kabuli chana,185.0,1,4,183.0,1000,False,500,2.0,1.0810810810810811
Munchies,Dhara Groundnut Oil (Pouch),230.0,11,6,203.0,1000,False,1,27.0,11.73913043478261
Munchies,Dhara Health Refined Sun Flower Oil Jar,1200.0,18,6,984.0,5000,False,5,216.0,18.0
Munchies,24 Mantra Organic Jaggery Powder,80.0,15,6,68.0,500,False,500,12.0,15.0
Munchies,Tata Sampann High Protien Kabuli Chana,94.0,0,1,94.0,500,False,500,0.0,0.0
Munchies,Dhara Kachi Ghani Mustard Oil Jar,1250.0,8,6,1143.0,5000,False,5,107.0,8.559999999999999
Munchies,D'lecta Dairy Cream,54.0,5,6,51.0,200,False,200,3.0,5.555555555555555
Munchies,Ching's Secret Instant Hot Garlic Noodles,15.0,0,3,15.0,60,False,60,0.0,0.0
Munchies,Dabur Ginger Garlic Paste,25.0,8,3,23.0,100,False,100,2.0,8.0
Munchies,Ching's Secret Instant Schezwan Noodles,15.0,0,6,15.0,60,False,60,0.0,0.0
Munchies,Gowardhan Ghee/Tuppa Jar,315.0,1,6,309.0,500,False,500,6.0,1.9047619047619049
Munchies,Tata Sampann Unpolished Moong Dal ,92.0,4,4,88.0,500,False,500,4.0,4.3478260869565215
Munchies,Aashirvaad Select Atta,64.0,0,6,64.0,1000,False,1,0.0,0.0
Munchies,Popular Essentials Misri Dana (Diamond Sugar) ,15.0,0,4,15.0,100,False,100,0.0,0.0
Munchies,Gowardhan Ghee Jar,598.0,3,6,579.0,1000,False,1,19.0,3.177257525083612
Munchies,Top Ramen  Noodles Curry Veg Pouch,20.0,0,1,20.0,70,False,70,0.0,0.0
Munchies,Popular Essentials Refined Sugar,60.0,0,6,60.0,1000,False,1,0.0,0.0
Munchies,Fortune Kachi Ghani Mustard Oil Bottle,216.0,7,6,199.0,1000,False,1,17.0,7.87037037037037
Munchies,Saffola Veggie Twist Masala Oats,15.0,0,6,15.0,38,False,38,0.0,0.0
Munchies,Satyam Puffed Rice Kurmura (R),23.0,0,6,23.0,200,False,200,0.0,0.0
Munchies,Quaker Oats,79.0,0,2,79.0,400,False,400,0.0,0.0
Munchies,Aashirvaad Select Sharbati Atta,315.0,10,6,283.0,5000,False,5,32.0,10.158730158730158
Munchies,Popular Essentials Refined Sugar,295.0,10,6,265.0,5000,False,5,30.0,10.16949152542373
Munchies,Gowardhan Cow Ghee Pouch,579.0,10,6,521.0,1000,False,1,58.0,10.01727115716753
Munchies,Dhara Nourish Refined Sunflower Oil Pouch,210.0,5,6,199.0,1000,False,1,11.0,5.238095238095238
Munchies,Parachute Oil ,40.0,7,3,37.0,100,False,100,3.0,7.5
Munchies,Popular Essentials Plain Puffed Rice (Murmura/Muri),18.0,0,6,18.0,100,False,100,0.0,0.0
Munchies,Amul Mithai Mate Condensed Sweetened Milk,56.0,3,4,54.0,200,False,200,2.0,3.571428571428571
Munchies,Saffola Gold (Jar),1240.0,0,6,1240.0,5000,False,5,0.0,0.0
Munchies,McCain New Mini Samosa with Cheese Pizza Style Filling,120.0,1,3,118.0,240,False,240,2.0,1.6666666666666667
Munchies,Fortune Rice Bran Health Oil (Jar),1050.0,1,6,1039.0,5000,False,5,11.0,1.0476190476190477
Munchies,Arden Desi Eggs,110.0,13,4,95.0,348,False,6,15.0,13.636363636363635
Munchies,Fortune Rozana Basmati Rice,585.0,21,6,462.0,5000,False,5,123.0,21.025641025641026
Munchies,Fortune Biriyani Special Basmati Rice,175.0,0,5,175.0,1000,False,1,0.0,0.0
Munchies,Everest Garam Masala,78.0,7,5,72.0,100,False,100,6.0,7.6923076923076925
Munchies,Popular Essentials Pumpkin Seeds,90.0,16,6,75.0,100,False,100,15.0,16.666666666666664
Munchies,Fortune Soya Health Refined Soybean Oil,210.0,1,2,206.0,1000,False,1,4.0,1.9047619047619049
Munchies,Gowardhan Pure Ghee Pouch,295.0,4,6,281.0,500,False,500,14.0,4.745762711864407
Munchies,Popular Essentials Jeera/Cumin Seeds,40.0,5,3,38.0,100,False,100,2.0,5.0
Munchies,Weikfield Baking Soda,30.0,3,6,29.0,100,False,100,1.0,3.3333333333333335
Munchies,Everest Pav Bhaji Masala,37.0,10,4,33.0,50,False,50,4.0,10.81081081081081
Munchies,Tata Sampann Unpolished Chana Dal,95.0,6,2,89.0,1000,False,500,6.0,6.315789473684211
Munchies,Amul Mithai Mate EOE Tin,112.0,2,6,109.0,400,False,400,3.0,2.6785714285714284
Munchies,Pillsbury Chakki Fresh Atta,450.0,16,6,375.0,10000,False,10,75.0,16.666666666666664
Munchies,Everest Chicken Masala,39.0,2,1,38.0,50,False,50,1.0,2.564102564102564
Munchies,Dhara Life Refined Ricebran Oil (Pouch),205.0,7,6,190.0,1000,False,1,15.0,7.317073170731707
Munchies,Borges Extra Virgin Olive Oil,400.0,25,1,299.0,250,False,250,101.0,25.25
Munchies,Everest Shahi Biryani Masala,70.0,14,6,60.0,50,False,50,10.0,14.285714285714285
Munchies,Popular Essentials Californian Almond,350.0,28,6,251.0,250,False,250,99.0,28.285714285714285
Munchies,Popular Essentials Ajwain Whole,25.0,0,4,25.0,50,False,50,0.0,0.0
Munchies,Everest Tikhalal Chilli Powder,235.0,9,6,212.0,500,False,500,23.0,9.787234042553191
Munchies,Popular Essentials Kabuli Chana Regular,85.0,9,6,77.0,500,False,500,8.0,9.411764705882353
Munchies,Pillsbury Chakki Fresh Atta,52.0,0,4,52.0,1000,False,1,0.0,0.0
Munchies,Popular Essentials Saunf/Fennel Seeds,45.0,2,6,44.0,100,False,100,1.0,2.2222222222222223
Munchies,Popular Essentials Bansi Sooji,35.0,2,3,34.0,500,False,500,1.0,2.857142857142857
Munchies,Happilo Premium International Queen Kalmi Dates,245.0,29,6,172.0,200,False,200,73.0,29.795918367346943
Munchies,Tata Sampann Unpolished Urad Whole,101.0,6,4,94.0,500,False,500,7.0,6.9306930693069315
Munchies,Popular Essentials Cashew Split,325.0,12,6,283.0,250,False,250,42.0,12.923076923076923
Munchies,Popular Essentials Chana Dal (Un-Polished),60.0,10,6,54.0,500,False,500,6.0,10.0
Munchies,Tata Sampann Unpolished Rajma (Chitra),134.0,6,6,125.0,500,False,500,9.0,6.7164179104477615
Munchies,Everest Garam Masala,42.0,2,2,41.0,50,False,50,1.0,2.380952380952381
Munchies,Everest Kitchen King Masala,70.0,14,2,60.0,100,False,100,10.0,14.285714285714285
Munchies,24 Mantra Organic Cumin,70.0,7,2,65.0,100,False,100,5.0,7.142857142857142
Munchies,Nestle Milkmaid,132.0,3,6,128.0,400,False,400,4.0,3.0303030303030303
Munchies,Popular Essentials Sona Masouri Steam Rice,65.0,9,6,59.0,1000,False,1,6.0,9.230769230769232
Munchies,24 Mantra Organic Tur Dal,260.0,20,6,208.0,1000,False,1,52.0,20.0
Munchies,Gits Gulab Jamun Instant Dessert Mix,99.0,10,6,89.0,200,False,200,10.0,10.1010101010101
Munchies,Popular Essentials Black Masoor Whole (Un-Polished),65.0,10,3,58.0,500,False,500,7.0,10.76923076923077
Munchies,24 Mantra Organic Peanuts,135.0,7,1,125.0,500,False,500,10.0,7.4074074074074066
Munchies,Everest Hingraj Powder,90.0,10,2,81.0,50,False,50,9.0,10.0
Munchies,Everest Black Pepper Powder,135.0,14,6,115.0,100,False,100,20.0,14.814814814814813
Munchies,Tata Sampann Masoor Dal Stand,150.0,10,4,134.0,1000,False,1,16.0,10.666666666666668
Munchies,24 Mantra Organic Besan,95.0,7,5,88.0,500,False,500,7.0,7.368421052631578
Munchies,Quaker Oats,199.0,7,6,184.0,1000,False,1,15.0,7.537688442211055
Munchies,Saffola Gold Refined Cooking Oil (Jar),485.0,7,6,449.0,2000,False,2,36.0,7.422680412371134
Munchies,Nestle Everyday Dairy Whitener,210.0,0,4,210.0,400,False,400,0.0,0.0
Munchies,24 Mantra Organic Red Poha,75.0,8,1,69.0,500,False,500,6.0,8.0
Munchies,Everest Powder - Tea Masala,98.0,9,5,89.0,100,False,100,9.0,9.183673469387756
Munchies,Tata Sampann Urad Dal Split,94.0,4,6,90.0,500,False,500,4.0,4.25531914893617
Munchies,Popular Essentials Idli Sooji ,30.0,6,6,28.0,500,False,500,2.0,6.666666666666667
Munchies,Popular Essentials Dessicated Coconut,95.0,9,6,86.0,200,False,200,9.0,9.473684210526317
Munchies,Sunfeast Yippee! Mood Masala Noodles,60.0,28,3,43.0,260,False,260,17.0,28.333333333333332
Munchies,Chef's Basket Durum Wheat Elbow Pasta,160.0,50,6,80.0,500,False,500,80.0,50.0
Munchies,MTR Breakfast Khatta Meetha Poha Mix,25.0,20,6,20.0,60,False,60,5.0,20.0
Munchies,Satyam Khobra,113.0,10,5,101.0,200,False,200,12.0,10.619469026548673
Munchies,Betty Crocker Complete Pancake Mix Original,110.0,4,6,105.0,250,False,500,5.0,4.545454545454546
Munchies,Borges Durum Wheat Fusilli Pasta ,250.0,0,3,250.0,500,False,500,0.0,0.0
Munchies,24 Mantra Organic Green Moong Dal - Split,135.0,0,2,135.0,500,False,500,0.0,0.0
Munchies,Weikfield Vanilla Flavoured Custard Powder,37.0,0,6,37.0,100,False,100,0.0,0.0
Munchies,Tata Sampann Moong Dal Split,180.0,1,5,178.0,1000,False,200,2.0,1.1111111111111112
Munchies,Tata Sampann Kala Chana,64.0,0,5,64.0,500,False,500,0.0,0.0
Munchies,Saffola Soya Chunks Mealmaker,50.0,0,2,50.0,200,False,200,0.0,0.0
Munchies,24 Mantra Bura Sugar (Demerara),80.0,10,6,72.0,500,False,500,8.0,10.0
Munchies,Popular Essentials Green Cardamom (Elaichi),200.0,1,6,198.0,50,False,50,2.0,1.0
Munchies,Hershey's Syrup Delicious Strawberry,95.0,0,1,95.0,200,False,200,0.0,0.0
Munchies,Popular Essentials Anjeer,190.0,11,4,169.0,100,False,100,21.0,11.052631578947368
Munchies,Popular Essentials Mustard Seeds Rai Small,20.0,0,2,20.0,100,False,100,0.0,0.0
Munchies,Weikfield Baking Powder,33.0,3,6,32.0,100,False,100,1.0,3.0303030303030303
Munchies,Dabur Honey Squeezy,185.0,9,6,167.0,225,False,225,18.0,9.72972972972973
Munchies,Tata Sampann High Protein Kali Urad,91.0,14,6,78.0,500,False,500,13.0,14.285714285714285
Munchies,Everest Kitchen King Masala,37.0,2,6,36.0,50,False,50,1.0,2.7027027027027026
Munchies,Chef's Basket Durum Wheat Fusilli Pasta,160.0,50,6,80.0,500,False,500,80.0,50.0
Munchies,TilSona Til Oil,180.0,10,2,162.0,500,False,500,18.0,10.0
Munchies,Top Ramen Chicken Noodles,60.0,10,1,54.0,280,False,280,6.0,10.0
Munchies,Everest Chaat Masala,35.0,2,1,34.0,50,False,50,1.0,2.857142857142857
Munchies,Keya Wonder Red Hot Chilli Flakes,89.0,10,2,80.0,40,False,40,9.0,10.112359550561797
Munchies,Popular Essentials White Peas (Un-Polished),80.0,10,5,72.0,500,False,500,8.0,10.0
Munchies,Ching’s Secret Chowmein Hakka Noodles Masala ,44.0,0,2,44.0,60,False,60,0.0,0.0
Munchies,Dhara Filtered Groundnut Oil (Jar),1050.0,1,6,1035.0,5000,False,5,15.0,1.4285714285714286
Munchies,Pillsbury Choco Chip Pancake Mix,99.0,5,6,94.0,165,False,165,5.0,5.05050505050505
Munchies,Hershey's Caramel Syrup,230.0,0,1,230.0,623,False,623,0.0,0.0
Munchies,Pillsbury Multi Grain Atta,60.0,6,3,56.0,1000,False,1,4.0,6.666666666666667
Munchies,McCain New Mini Samosa with Cheese Corn Style Filling,120.0,1,2,118.0,240,False,240,2.0,1.6666666666666667
Munchies,Satyam Puffed Rice Kurmura (A),43.0,0,6,43.0,200,False,200,0.0,0.0
Munchies,MTR 3 Min Poha,25.0,0,6,25.0,60,False,60,0.0,0.0
Munchies,Ching's Manchurian Instant Noodles,15.0,0,5,15.0,60,False,60,0.0,0.0
Munchies,Everest Pav Bhaji Masala,70.0,0,2,70.0,100,False,100,0.0,0.0
Munchies,Hershey's Chocolate Flavour Syrup,220.0,6,6,205.0,623,False,680,15.0,6.8181818181818175
Munchies,Popular Essentials Dhania (Coriander Seeds),55.0,16,4,46.0,200,False,200,9.0,16.363636363636363
Munchies,24 Mantra Red Chilly Whole,70.0,7,1,65.0,100,False,100,5.0,7.142857142857142
Munchies,Dabur Honey - World's No.1,120.0,0,6,120.0,250,False,250,0.0,0.0
Munchies,24 Mantra Organic Puffed Rice,40.0,2,6,39.0,200,False,200,1.0,2.5
Munchies,24 Mantra Organic Wheat Daliya ,48.0,2,2,47.0,500,False,500,1.0,2.083333333333333
Munchies,24 Mantra Organic Ragi Flour,65.0,20,4,52.0,500,False,500,13.0,20.0
Munchies,Popular Essentials Cinnamon Whole (Dalchini),35.0,5,6,33.0,25,False,25,2.0,5.714285714285714
Munchies,Sundrop Super Lite Advanced - Sunflower Oil,215.0,0,4,215.0,1000,False,1,0.0,0.0
Munchies,Pillsbury Atta/Godihittu - Chakki Fresh,102.0,7,4,94.0,2000,False,2,8.0,7.8431372549019605
Munchies,Popular Essentials Green Moong Chilka/Chilka (Un-Polished),85.0,7,5,79.0,500,False,500,6.0,7.0588235294117645
Munchies,Popular Essentials HMT Kolam Steam,75.0,0,3,75.0,1000,False,1,0.0,0.0
Munchies,Popular Essentials Black Urad Split,80.0,10,4,72.0,500,False,500,8.0,10.0
Munchies,Keya Oregano,109.0,10,5,98.0,9,False,9,11.0,10.091743119266056
Munchies,Popular Essentials Pink Rajma,100.0,10,6,90.0,500,False,500,10.0,10.0
Munchies,Everest Chicken Masala,74.0,2,6,72.0,100,False,100,2.0,2.7027027027027026
Munchies,Popular Essentials HMT Kolam Steam,370.0,10,6,333.0,5000,False,5,37.0,10.0
Munchies,Everest Shahi Paneer Masala,42.0,4,5,40.0,50,False,50,2.0,4.761904761904762
Munchies,Godrej Yummiez Chicken Nuggets,325.0,9,1,293.0,500,False,500,32.0,9.846153846153847
Munchies,Flying Bird Vanilla Essence,35.0,2,6,34.0,20,False,20,1.0,2.857142857142857
Munchies,Everest Sabji Masala,30.0,3,6,29.0,50,False,50,1.0,3.3333333333333335
Munchies,Popular Essentials Californian Almond,695.0,32,6,470.0,500,False,500,225.0,32.37410071942446
Munchies,Cornitos Cornitos Taco Shells - 4 Inches,110.0,20,6,88.0,80,False,80,22.0,20.0
Munchies,Everest Rajma Masala,33.0,3,5,32.0,50,False,50,1.0,3.0303030303030303
Munchies,Popular Essentials White Til,40.0,5,1,38.0,100,False,100,2.0,5.0
Munchies,Amul Dark Compound Chocolate Slab,125.0,2,6,122.0,500,False,500,3.0,2.4
Munchies,Mothers Recipe Papad Chana Masala,79.0,10,6,71.0,200,False,200,8.0,10.126582278481013
Munchies,Ching's Schezwan Masala Instant Noodles,60.0,0,1,60.0,240,False,240,0.0,0.0
Munchies,Amul Milk Compound Chocolate Slab,110.0,2,6,107.0,500,False,500,3.0,2.727272727272727
Munchies,Eastern Chicken Masala,70.0,7,3,65.0,100,False,100,5.0,7.142857142857142
Munchies,Popular Essentials Methi Seeds,25.0,0,5,25.0,100,False,100,0.0,0.0
Munchies,Saffola Yummy Masala Noodles ,20.0,0,2,20.0,46,False,46,0.0,0.0
Munchies,Cadbury Hot Chocolate,175.0,5,6,166.0,200,False,200,9.0,5.142857142857142
Munchies,Ching's Chicken Chilli Masala,10.0,0,6,10.0,20,False,20,0.0,0.0
Munchies,Dabur Keora water - Authentic flavour for Biryani's and Desserts,62.0,6,6,58.0,250,False,250,4.0,6.451612903225806
Munchies,Popular Essentials Black Cardamom/Elaichi ,100.0,10,6,90.0,50,False,50,10.0,10.0
Munchies,Popular Essentials Idli Rice,60.0,10,4,54.0,1000,False,1,6.0,10.0
Munchies,Everest Chole Masala,33.0,3,1,32.0,50,False,50,1.0,3.0303030303030303
Munchies,Dabur Hommade Tamarind Paste,48.0,6,6,45.0,200,False,200,3.0,6.25
Munchies,"""Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)""",35.0,2,6,34.0,48,False,48,1.0,2.857142857142857
Munchies,Popular Essentials Cooking Soda,30.0,10,6,27.0,200,False,200,3.0,10.0
Munchies,RRO Primio Refined Groundnut Oil Pet Bottle,255.0,6,2,239.0,1000,False,1,16.0,6.2745098039215685
Munchies,Everest Pani Puri Masala,31.0,3,6,30.0,50,False,50,1.0,3.225806451612903
Munchies,Nissin Cup Noodles Tangy Tomato,50.0,10,2,45.0,70,False,70,5.0,10.0
Munchies,Ching's Veg Manchurian Masala,10.0,0,2,10.0,20,False,20,0.0,0.0
Munchies,Ceres Foods Fish Mustard Instant Liquid Masala,220.0,50,6,110.0,200,False,200,110.0,50.0
Munchies,Everest Garam Masala,158.0,10,6,142.0,200,False,200,16.0,10.126582278481013
Munchies,24 Mantra Organic Jowar Flour,70.0,7,6,65.0,500,False,500,5.0,7.142857142857142
Munchies,Maggi Coconut Milkpowder,100.0,0,6,100.0,100,False,100,0.0,0.0
Munchies,On1y Pepper Grinder,159.0,9,1,144.0,50,False,50,15.0,9.433962264150944
Munchies,Popular Essentials Rice Flour,60.0,0,3,60.0,1000,False,1,0.0,0.0
Munchies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,28.0,10,1,25.0,65,False,65,3.0,10.714285714285714
Munchies,24 Mantra Organic Brown Sona Masoori Rice,95.0,0,6,95.0,1000,False,1,0.0,0.0
Munchies,Happilo Premium Afghani Anjeer,365.0,29,2,256.0,200,False,200,109.0,29.863013698630137
Munchies,Popular Essentials Chiroti Sooji,35.0,2,6,34.0,500,False,500,1.0,2.857142857142857
Munchies,RRO Til Dil Premium Til Oil Bottle,330.0,10,5,294.0,1000,False,1,36.0,10.909090909090908
Munchies,Popular Essentials Red Rajma,90.0,10,6,81.0,500,False,500,9.0,10.0
Munchies,Cornitos Peanut - Premium Salted ,120.0,10,6,108.0,150,False,150,12.0,10.0
Munchies,Popular Essentials Black Pepper,100.0,10,5,90.0,100,False,100,10.0,10.0
Munchies,24 Mantra Organic Tur Dal - Split,130.0,7,6,120.0,500,False,500,10.0,7.6923076923076925
